Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize
collect_SC,285,50,21474836,10737418,16,2048,128
spill_SC,5572,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1432,50,21474836,10737418,16,2048,128
collect_SC,271,50,21474836,10737418,16,2048,128
spill_SC,5692,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1342,50,21474836,10737418,16,2048,128
collect_SC,284,50,21474836,10737418,16,2048,128
spill_SC,2664,50,21474836,10737418,16,2048,128
merge_SC,11,50,21474836,10737418,16,2048,128
read_SC,1360,50,21474836,10737418,16,2048,128
collect_SC,244,50,21474836,10737418,16,2048,128
spill_SC,2593,50,21474836,10737418,16,2048,128
merge_SC,9,50,21474836,10737418,16,2048,128
read_SC,1422,50,21474836,10737418,16,2048,128
collect_SC,274,50,21474836,10737418,16,2048,128
spill_SC,2744,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
write_SC,3317,50,21474836,10737418,16,2048,128
shuffle_SC,3207,50,21474836,10737418,16,2048,128
write_SC,1842,50,21474836,10737418,16,2048,128
shuffle_SC,4576,50,21474836,10737418,16,2048,128
write_SC,2789,50,21474836,10737418,16,2048,128
shuffle_SC,4403,50,21474836,10737418,16,2048,128
read_SC,1337,50,21474836,10737418,16,2048,128
collect_SC,231,50,21474836,10737418,16,2048,128
spill_SC,2614,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1311,50,21474836,10737418,16,2048,128
collect_SC,272,50,21474836,10737418,16,2048,128
spill_SC,2527,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1428,50,21474836,10737418,16,2048,128
collect_SC,282,50,21474836,10737418,16,2048,128
spill_SC,2649,50,21474836,10737418,16,2048,128
merge_SC,11,50,21474836,10737418,16,2048,128
read_SC,1340,50,21474836,10737418,16,2048,128
collect_SC,256,50,21474836,10737418,16,2048,128
spill_SC,2711,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1379,50,21474836,10737418,16,2048,128
collect_SC,274,50,21474836,10737418,16,2048,128
spill_SC,2666,50,21474836,10737418,16,2048,128
merge_SC,9,50,21474836,10737418,16,2048,128
read_SC,1341,50,21474836,10737418,16,2048,128
collect_SC,267,50,21474836,10737418,16,2048,128
spill_SC,5743,50,21474836,10737418,16,2048,128
merge_SC,9,50,21474836,10737418,16,2048,128
read_SC,1349,50,21474836,10737418,16,2048,128
collect_SC,282,50,21474836,10737418,16,2048,128
spill_SC,2643,50,21474836,10737418,16,2048,128
merge_SC,9,50,21474836,10737418,16,2048,128
read_SC,1367,50,21474836,10737418,16,2048,128
collect_SC,262,50,21474836,10737418,16,2048,128
spill_SC,2663,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
write_SC,1402,50,21474836,10737418,16,2048,128
shuffle_SC,4235,50,21474836,10737418,16,2048,128
write_SC,1308,50,21474836,10737418,16,2048,128
shuffle_SC,3032,50,21474836,10737418,16,2048,128
write_SC,4312,50,21474836,10737418,16,2048,128
shuffle_SC,3037,50,21474836,10737418,16,2048,128
write_SC,2107,50,21474836,10737418,16,2048,128
shuffle_SC,3302,50,21474836,10737418,16,2048,128
read_SC,1367,50,21474836,10737418,16,2048,128
collect_SC,280,50,21474836,10737418,16,2048,128
spill_SC,2482,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1301,50,21474836,10737418,16,2048,128
collect_SC,227,50,21474836,10737418,16,2048,128
spill_SC,2578,50,21474836,10737418,16,2048,128
merge_SC,8,50,21474836,10737418,16,2048,128
read_SC,1354,60,21474836,12884901,16,2048,128
collect_SC,296,60,21474836,12884901,16,2048,128
spill_SC,3447,60,21474836,12884901,16,2048,128
merge_SC,1834,60,21474836,12884901,16,2048,128
read_SC,1453,60,21474836,12884901,16,2048,128
collect_SC,352,60,21474836,12884901,16,2048,128
spill_SC,3135,60,21474836,12884901,16,2048,128
merge_SC,1803,60,21474836,12884901,16,2048,128
write_SC,1256,60,21474836,12884901,16,2048,128
shuffle_SC,3853,60,21474836,12884901,16,2048,128
write_SC,3426,60,21474836,12884901,16,2048,128
shuffle_SC,3545,60,21474836,12884901,16,2048,128
read_SC,1312,60,21474836,12884901,16,2048,128
collect_SC,328,60,21474836,12884901,16,2048,128
spill_SC,2978,60,21474836,12884901,16,2048,128
merge_SC,1806,60,21474836,12884901,16,2048,128
read_SC,1314,60,21474836,12884901,16,2048,128
collect_SC,303,60,21474836,12884901,16,2048,128
spill_SC,3011,60,21474836,12884901,16,2048,128
merge_SC,1841,60,21474836,12884901,16,2048,128
write_SC,1237,60,21474836,12884901,16,2048,128
shuffle_SC,3571,60,21474836,12884901,16,2048,128
write_SC,1113,60,21474836,12884901,16,2048,128
shuffle_SC,3552,60,21474836,12884901,16,2048,128
read_SC,1342,60,21474836,12884901,16,2048,128
collect_SC,337,60,21474836,12884901,16,2048,128
spill_SC,5282,60,21474836,12884901,16,2048,128
merge_SC,1829,60,21474836,12884901,16,2048,128
read_SC,1294,60,21474836,12884901,16,2048,128
collect_SC,322,60,21474836,12884901,16,2048,128
spill_SC,3225,60,21474836,12884901,16,2048,128
merge_SC,1818,60,21474836,12884901,16,2048,128
read_SC,1377,60,21474836,12884901,16,2048,128
collect_SC,315,60,21474836,12884901,16,2048,128
spill_SC,3243,60,21474836,12884901,16,2048,128
merge_SC,1833,60,21474836,12884901,16,2048,128
read_SC,1290,60,21474836,12884901,16,2048,128
collect_SC,338,60,21474836,12884901,16,2048,128
spill_SC,3236,60,21474836,12884901,16,2048,128
merge_SC,1866,60,21474836,12884901,16,2048,128
read_SC,1471,60,21474836,12884901,16,2048,128
collect_SC,328,60,21474836,12884901,16,2048,128
spill_SC,3370,60,21474836,12884901,16,2048,128
merge_SC,1820,60,21474836,12884901,16,2048,128
read_SC,1454,60,21474836,12884901,16,2048,128
collect_SC,300,60,21474836,12884901,16,2048,128
spill_SC,3182,60,21474836,12884901,16,2048,128
merge_SC,1842,60,21474836,12884901,16,2048,128
write_SC,1194,60,21474836,12884901,16,2048,128
shuffle_SC,3541,60,21474836,12884901,16,2048,128
write_SC,1227,60,21474836,12884901,16,2048,128
shuffle_SC,3540,60,21474836,12884901,16,2048,128
read_SC,1331,60,21474836,12884901,16,2048,128
collect_SC,342,60,21474836,12884901,16,2048,128
spill_SC,3119,60,21474836,12884901,16,2048,128
merge_SC,1798,60,21474836,12884901,16,2048,128
read_SC,1237,60,21474836,12884901,16,2048,128
collect_SC,222,60,21474836,12884901,16,2048,128
spill_SC,3174,60,21474836,12884901,16,2048,128
merge_SC,1800,60,21474836,12884901,16,2048,128
read_SC,1319,60,21474836,12884901,16,2048,128
collect_SC,339,60,21474836,12884901,16,2048,128
spill_SC,3040,60,21474836,12884901,16,2048,128
merge_SC,1800,60,21474836,12884901,16,2048,128
write_SC,1213,60,21474836,12884901,16,2048,128
shuffle_SC,3713,60,21474836,12884901,16,2048,128
read_SC,1393,60,21474836,12884901,16,2048,128
collect_SC,322,60,21474836,12884901,16,2048,128
spill_SC,5202,60,21474836,12884901,16,2048,128
merge_SC,1845,60,21474836,12884901,16,2048,128
read_SC,1379,60,21474836,12884901,16,2048,128
collect_SC,376,60,21474836,12884901,16,2048,128
spill_SC,3535,60,21474836,12884901,16,2048,128
merge_SC,1819,60,21474836,12884901,16,2048,128
read_SC,1423,60,21474836,12884901,16,2048,128
collect_SC,315,60,21474836,12884901,16,2048,128
spill_SC,3333,60,21474836,12884901,16,2048,128
merge_SC,1815,60,21474836,12884901,16,2048,128
write_SC,1245,60,21474836,12884901,16,2048,128
shuffle_SC,41724,60,21474836,12884901,16,2048,128
read_SC,1351,70,21474836,15032385,16,2048,128
collect_SC,457,70,21474836,15032385,16,2048,128
spill_SC,3597,70,21474836,15032385,16,2048,128
merge_SC,2099,70,21474836,15032385,16,2048,128
write_SC,1416,70,21474836,15032385,16,2048,128
shuffle_SC,45825,70,21474836,15032385,16,2048,128
write_SC,1401,70,21474836,15032385,16,2048,128
shuffle_SC,4465,70,21474836,15032385,16,2048,128
read_SC,1351,70,21474836,15032385,16,2048,128
collect_SC,409,70,21474836,15032385,16,2048,128
spill_SC,7839,70,21474836,15032385,16,2048,128
merge_SC,2104,70,21474836,15032385,16,2048,128
write_SC,1426,70,21474836,15032385,16,2048,128
shuffle_SC,4053,70,21474836,15032385,16,2048,128
write_SC,1397,70,21474836,15032385,16,2048,128
shuffle_SC,4092,70,21474836,15032385,16,2048,128
write_SC,2587,70,21474836,15032385,16,2048,128
shuffle_SC,3521,70,21474836,15032385,16,2048,128
read_SC,1399,70,21474836,15032385,16,2048,128
collect_SC,557,70,21474836,15032385,16,2048,128
spill_SC,3740,70,21474836,15032385,16,2048,128
merge_SC,2099,70,21474836,15032385,16,2048,128
read_SC,1464,70,21474836,15032385,16,2048,128
collect_SC,606,70,21474836,15032385,16,2048,128
spill_SC,3907,70,21474836,15032385,16,2048,128
merge_SC,2123,70,21474836,15032385,16,2048,128
read_SC,1364,70,21474836,15032385,16,2048,128
collect_SC,403,70,21474836,15032385,16,2048,128
spill_SC,7345,70,21474836,15032385,16,2048,128
merge_SC,2192,70,21474836,15032385,16,2048,128
read_SC,1409,70,21474836,15032385,16,2048,128
collect_SC,576,70,21474836,15032385,16,2048,128
spill_SC,3706,70,21474836,15032385,16,2048,128
merge_SC,2120,70,21474836,15032385,16,2048,128
read_SC,1414,70,21474836,15032385,16,2048,128
collect_SC,571,70,21474836,15032385,16,2048,128
spill_SC,3877,70,21474836,15032385,16,2048,128
merge_SC,2110,70,21474836,15032385,16,2048,128
read_SC,1103,70,21474836,15032385,16,2048,128
collect_SC,328,70,21474836,15032385,16,2048,128
spill_SC,5077,70,21474836,15032385,16,2048,128
merge_SC,2126,70,21474836,15032385,16,2048,128
read_SC,1315,70,21474836,15032385,16,2048,128
collect_SC,408,70,21474836,15032385,16,2048,128
spill_SC,6820,70,21474836,15032385,16,2048,128
merge_SC,2097,70,21474836,15032385,16,2048,128
read_SC,1321,70,21474836,15032385,16,2048,128
collect_SC,542,70,21474836,15032385,16,2048,128
spill_SC,3659,70,21474836,15032385,16,2048,128
merge_SC,2099,70,21474836,15032385,16,2048,128
write_SC,4208,70,21474836,15032385,16,2048,128
shuffle_SC,4092,70,21474836,15032385,16,2048,128
read_SC,1300,70,21474836,15032385,16,2048,128
collect_SC,577,70,21474836,15032385,16,2048,128
spill_SC,3645,70,21474836,15032385,16,2048,128
merge_SC,2075,70,21474836,15032385,16,2048,128
write_SC,1462,70,21474836,15032385,16,2048,128
shuffle_SC,4350,70,21474836,15032385,16,2048,128
write_SC,2040,70,21474836,15032385,16,2048,128
shuffle_SC,4118,70,21474836,15032385,16,2048,128
read_SC,1463,70,21474836,15032385,16,2048,128
collect_SC,599,70,21474836,15032385,16,2048,128
spill_SC,4136,70,21474836,15032385,16,2048,128
merge_SC,2098,70,21474836,15032385,16,2048,128
read_SC,1377,70,21474836,15032385,16,2048,128
collect_SC,605,70,21474836,15032385,16,2048,128
spill_SC,3726,70,21474836,15032385,16,2048,128
merge_SC,2142,70,21474836,15032385,16,2048,128
read_SC,1414,70,21474836,15032385,16,2048,128
collect_SC,555,70,21474836,15032385,16,2048,128
spill_SC,3724,70,21474836,15032385,16,2048,128
merge_SC,2140,70,21474836,15032385,16,2048,128
read_SC,1359,70,21474836,15032385,16,2048,128
collect_SC,485,70,21474836,15032385,16,2048,128
spill_SC,3774,70,21474836,15032385,16,2048,128
merge_SC,2088,70,21474836,15032385,16,2048,128
read_SC,1402,70,21474836,15032385,16,2048,128
collect_SC,410,70,21474836,15032385,16,2048,128
spill_SC,7366,70,21474836,15032385,16,2048,128
merge_SC,2112,70,21474836,15032385,16,2048,128
read_SC,1419,80,21474836,17179868,16,2048,128
collect_SC,3201,80,21474836,17179868,16,2048,128
spill_SC,4330,80,21474836,17179868,16,2048,128
merge_SC,2389,80,21474836,17179868,16,2048,128
write_SC,4107,80,21474836,17179868,16,2048,128
shuffle_SC,4657,80,21474836,17179868,16,2048,128
write_SC,1633,80,21474836,17179868,16,2048,128
shuffle_SC,4841,80,21474836,17179868,16,2048,128
write_SC,1611,80,21474836,17179868,16,2048,128
shuffle_SC,6116,80,21474836,17179868,16,2048,128
read_SC,1322,80,21474836,17179868,16,2048,128
collect_SC,3276,80,21474836,17179868,16,2048,128
spill_SC,4300,80,21474836,17179868,16,2048,128
merge_SC,2442,80,21474836,17179868,16,2048,128
write_SC,1570,80,21474836,17179868,16,2048,128
shuffle_SC,4626,80,21474836,17179868,16,2048,128
read_SC,1350,80,21474836,17179868,16,2048,128
collect_SC,4610,80,21474836,17179868,16,2048,128
spill_SC,9323,80,21474836,17179868,16,2048,128
merge_SC,2421,80,21474836,17179868,16,2048,128
read_SC,1343,80,21474836,17179868,16,2048,128
collect_SC,3123,80,21474836,17179868,16,2048,128
spill_SC,4397,80,21474836,17179868,16,2048,128
merge_SC,2348,80,21474836,17179868,16,2048,128
read_SC,1363,80,21474836,17179868,16,2048,128
collect_SC,3384,80,21474836,17179868,16,2048,128
spill_SC,4400,80,21474836,17179868,16,2048,128
merge_SC,2383,80,21474836,17179868,16,2048,128
read_SC,1419,80,21474836,17179868,16,2048,128
collect_SC,4859,80,21474836,17179868,16,2048,128
spill_SC,8978,80,21474836,17179868,16,2048,128
merge_SC,2880,80,21474836,17179868,16,2048,128
read_SC,1448,80,21474836,17179868,16,2048,128
collect_SC,3299,80,21474836,17179868,16,2048,128
spill_SC,4304,80,21474836,17179868,16,2048,128
merge_SC,2431,80,21474836,17179868,16,2048,128
read_SC,1414,80,21474836,17179868,16,2048,128
collect_SC,3242,80,21474836,17179868,16,2048,128
spill_SC,4334,80,21474836,17179868,16,2048,128
merge_SC,2383,80,21474836,17179868,16,2048,128
read_SC,1357,80,21474836,17179868,16,2048,128
collect_SC,3417,80,21474836,17179868,16,2048,128
spill_SC,4419,80,21474836,17179868,16,2048,128
merge_SC,2416,80,21474836,17179868,16,2048,128
write_SC,1622,80,21474836,17179868,16,2048,128
shuffle_SC,4995,80,21474836,17179868,16,2048,128
write_SC,1598,80,21474836,17179868,16,2048,128
shuffle_SC,4877,80,21474836,17179868,16,2048,128
write_SC,3496,80,21474836,17179868,16,2048,128
shuffle_SC,4611,80,21474836,17179868,16,2048,128
read_SC,1328,80,21474836,17179868,16,2048,128
collect_SC,3125,80,21474836,17179868,16,2048,128
spill_SC,4412,80,21474836,17179868,16,2048,128
merge_SC,2357,80,21474836,17179868,16,2048,128
read_SC,1323,80,21474836,17179868,16,2048,128
collect_SC,3326,80,21474836,17179868,16,2048,128
spill_SC,4377,80,21474836,17179868,16,2048,128
merge_SC,2371,80,21474836,17179868,16,2048,128
read_SC,1347,80,21474836,17179868,16,2048,128
collect_SC,4703,80,21474836,17179868,16,2048,128
spill_SC,9321,80,21474836,17179868,16,2048,128
merge_SC,2430,80,21474836,17179868,16,2048,128
write_SC,2344,80,21474836,17179868,16,2048,128
shuffle_SC,27585,80,21474836,17179868,16,2048,128
read_SC,1379,80,21474836,17179868,16,2048,128
collect_SC,3321,80,21474836,17179868,16,2048,128
spill_SC,4274,80,21474836,17179868,16,2048,128
merge_SC,2400,80,21474836,17179868,16,2048,128
read_SC,1321,80,21474836,17179868,16,2048,128
collect_SC,3329,80,21474836,17179868,16,2048,128
spill_SC,4360,80,21474836,17179868,16,2048,128
merge_SC,2383,80,21474836,17179868,16,2048,128
read_SC,1374,80,21474836,17179868,16,2048,128
collect_SC,3292,80,21474836,17179868,16,2048,128
spill_SC,4312,80,21474836,17179868,16,2048,128
merge_SC,2385,80,21474836,17179868,16,2048,128
read_SC,1369,80,21474836,17179868,16,2048,128
collect_SC,3211,80,21474836,17179868,16,2048,128
spill_SC,4158,80,21474836,17179868,16,2048,128
merge_SC,2393,80,21474836,17179868,16,2048,128
write_SC,1922,90,21474836,19327352,16,2048,128
shuffle_SC,5553,90,21474836,19327352,16,2048,128
write_SC,7259,90,21474836,19327352,16,2048,128
shuffle_SC,5145,90,21474836,19327352,16,2048,128
write_SC,2144,90,21474836,19327352,16,2048,128
shuffle_SC,5455,90,21474836,19327352,16,2048,128
read_SC,1368,90,21474836,19327352,16,2048,128
collect_SC,3352,90,21474836,19327352,16,2048,128
spill_SC,4776,90,21474836,19327352,16,2048,128
merge_SC,2683,90,21474836,19327352,16,2048,128
read_SC,1416,90,21474836,19327352,16,2048,128
collect_SC,3233,90,21474836,19327352,16,2048,128
spill_SC,4694,90,21474836,19327352,16,2048,128
merge_SC,2652,90,21474836,19327352,16,2048,128
read_SC,1416,90,21474836,19327352,16,2048,128
collect_SC,3239,90,21474836,19327352,16,2048,128
spill_SC,4675,90,21474836,19327352,16,2048,128
merge_SC,2667,90,21474836,19327352,16,2048,128
read_SC,1270,90,21474836,19327352,16,2048,128
collect_SC,4187,90,21474836,19327352,16,2048,128
spill_SC,5651,90,21474836,19327352,16,2048,128
merge_SC,2612,90,21474836,19327352,16,2048,128
read_SC,1433,90,21474836,19327352,16,2048,128
collect_SC,3292,90,21474836,19327352,16,2048,128
spill_SC,4814,90,21474836,19327352,16,2048,128
merge_SC,2678,90,21474836,19327352,16,2048,128
read_SC,1324,90,21474836,19327352,16,2048,128
collect_SC,3241,90,21474836,19327352,16,2048,128
spill_SC,4769,90,21474836,19327352,16,2048,128
merge_SC,2719,90,21474836,19327352,16,2048,128
read_SC,1369,90,21474836,19327352,16,2048,128
collect_SC,3424,90,21474836,19327352,16,2048,128
spill_SC,4924,90,21474836,19327352,16,2048,128
merge_SC,4589,90,21474836,19327352,16,2048,128
read_SC,1331,90,21474836,19327352,16,2048,128
collect_SC,3500,90,21474836,19327352,16,2048,128
spill_SC,5005,90,21474836,19327352,16,2048,128
merge_SC,7332,90,21474836,19327352,16,2048,128
read_SC,1444,90,21474836,19327352,16,2048,128
collect_SC,3324,90,21474836,19327352,16,2048,128
spill_SC,4926,90,21474836,19327352,16,2048,128
merge_SC,2713,90,21474836,19327352,16,2048,128
write_SC,3582,90,21474836,19327352,16,2048,128
shuffle_SC,5429,90,21474836,19327352,16,2048,128
write_SC,2685,90,21474836,19327352,16,2048,128
shuffle_SC,5387,90,21474836,19327352,16,2048,128
write_SC,1853,90,21474836,19327352,16,2048,128
shuffle_SC,5607,90,21474836,19327352,16,2048,128
write_SC,2052,90,21474836,19327352,16,2048,128
shuffle_SC,5376,90,21474836,19327352,16,2048,128
read_SC,1411,90,21474836,19327352,16,2048,128
collect_SC,3447,90,21474836,19327352,16,2048,128
spill_SC,4990,90,21474836,19327352,16,2048,128
merge_SC,2656,90,21474836,19327352,16,2048,128
write_SC,1885,90,21474836,19327352,16,2048,128
shuffle_SC,56713,90,21474836,19327352,16,2048,128
read_SC,1349,90,21474836,19327352,16,2048,128
collect_SC,3359,90,21474836,19327352,16,2048,128
spill_SC,4821,90,21474836,19327352,16,2048,128
merge_SC,2672,90,21474836,19327352,16,2048,128
read_SC,1389,90,21474836,19327352,16,2048,128
collect_SC,3168,90,21474836,19327352,16,2048,128
spill_SC,4673,90,21474836,19327352,16,2048,128
merge_SC,2658,90,21474836,19327352,16,2048,128
read_SC,1451,90,21474836,19327352,16,2048,128
collect_SC,3428,90,21474836,19327352,16,2048,128
spill_SC,5002,90,21474836,19327352,16,2048,128
merge_SC,2660,90,21474836,19327352,16,2048,128
read_SC,1442,90,21474836,19327352,16,2048,128
collect_SC,3202,90,21474836,19327352,16,2048,128
spill_SC,4686,90,21474836,19327352,16,2048,128
merge_SC,2723,90,21474836,19327352,16,2048,128
read_SC,1406,90,21474836,19327352,16,2048,128
collect_SC,3312,90,21474836,19327352,16,2048,128
spill_SC,4986,90,21474836,19327352,16,2048,128
merge_SC,2684,90,21474836,19327352,16,2048,128
read_SC,1434,90,21474836,19327352,16,2048,128
collect_SC,3343,90,21474836,19327352,16,2048,128
spill_SC,4805,90,21474836,19327352,16,2048,128
merge_SC,3706,90,21474836,19327352,16,2048,128
read_SC,1452,100,21474836,21474836,16,2048,128
collect_SC,3326,100,21474836,21474836,16,2048,128
spill_SC,7389,100,21474836,21474836,16,2048,128
merge_SC,3654,100,21474836,21474836,16,2048,128
read_SC,1389,100,21474836,21474836,16,2048,128
collect_SC,3517,100,21474836,21474836,16,2048,128
spill_SC,5579,100,21474836,21474836,16,2048,128
merge_SC,2948,100,21474836,21474836,16,2048,128
read_SC,1373,100,21474836,21474836,16,2048,128
collect_SC,3419,100,21474836,21474836,16,2048,128
spill_SC,5349,100,21474836,21474836,16,2048,128
merge_SC,2953,100,21474836,21474836,16,2048,128
read_SC,1370,100,21474836,21474836,16,2048,128
collect_SC,3330,100,21474836,21474836,16,2048,128
spill_SC,6327,100,21474836,21474836,16,2048,128
merge_SC,2999,100,21474836,21474836,16,2048,128
read_SC,1270,100,21474836,21474836,16,2048,128
collect_SC,3296,100,21474836,21474836,16,2048,128
spill_SC,5262,100,21474836,21474836,16,2048,128
merge_SC,3234,100,21474836,21474836,16,2048,128
read_SC,1403,100,21474836,21474836,16,2048,128
collect_SC,3457,100,21474836,21474836,16,2048,128
spill_SC,5452,100,21474836,21474836,16,2048,128
merge_SC,3282,100,21474836,21474836,16,2048,128
read_SC,1386,100,21474836,21474836,16,2048,128
